sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
73459	obj_rel_within_anim	73459	36730	expected	placeholder	фермер  которого отец хочет  читает	3
73460	obj_rel_within_anim	73460	36730	unexpected	placeholder	фермер  которого отец хотят  читает	3
73481	obj_rel_within_anim	73481	36741	expected	placeholder	профессор  которого отец любит  читает	3
73482	obj_rel_within_anim	73482	36741	unexpected	placeholder	профессор  которого отец любят  читает	3
73983	obj_rel_within_anim	73983	36992	expected	placeholder	офицер  которого танцор ищет  старый	3
73984	obj_rel_within_anim	73984	36992	unexpected	placeholder	офицер  которого танцор ищут  старый	3
74315	obj_rel_within_anim	74315	37158	expected	placeholder	ученик  которого отец хочет  старый	3
74316	obj_rel_within_anim	74316	37158	unexpected	placeholder	ученик  которого отец хотят  старый	3
75299	obj_rel_within_anim	75299	37650	expected	placeholder	фермер  которого рабочий хочет  молодой	3
75300	obj_rel_within_anim	75300	37650	unexpected	placeholder	фермер  которого рабочий хотят  молодой	3
75649	obj_rel_within_anim	75649	37825	expected	placeholder	клиент  которого архитектор любит  молодой	3
75650	obj_rel_within_anim	75650	37825	unexpected	placeholder	клиент  которого архитектор любят  молодой	3
75803	obj_rel_within_anim	75803	37902	expected	placeholder	профессор  которого художник хочет  молодой	3
75804	obj_rel_within_anim	75804	37902	unexpected	placeholder	профессор  которого художник хотят  молодой	3
75935	obj_rel_within_anim	75935	37968	expected	placeholder	режиссёр  которого агент ищет  большой	3
75936	obj_rel_within_anim	75936	37968	unexpected	placeholder	режиссёр  которого агент ищут  большой	3
76033	obj_rel_within_anim	76033	38017	expected	placeholder	сенатор  которого министр любит  большой	3
76034	obj_rel_within_anim	76034	38017	unexpected	placeholder	сенатор  которого министр любят  большой	3
76841	vp_coord	76841	38421	expected	placeholder	пилот говорит и маленький	3
76842	vp_coord	76842	38421	unexpected	placeholder	пилот говорит и маленькие	3
76869	vp_coord	76869	38435	expected	placeholder	автор ждал и маленький	3
76870	vp_coord	76870	38435	unexpected	placeholder	автор ждал и маленькие	3
78439	vp_coord	78439	39220	expected	placeholder	фермеры молодые и молодые	3
78440	vp_coord	78440	39220	unexpected	placeholder	фермеры молодые и молодой	3
78677	vp_coord	78677	39339	expected	placeholder	ученики большие и молодые	3
78678	vp_coord	78678	39339	unexpected	placeholder	ученики большие и молодой	3
78803	long_vp_coord	78803	39402	expected	placeholder	фермер любит смотреть телепередачи и любит смотреть телепередачи	5
78804	long_vp_coord	78804	39402	unexpected	placeholder	фермер любит смотреть телепередачи и любят смотреть телепередачи	5
