sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
2776	obj_rel_across_anim	2776	1388	unexpected	placeholder	пилоты  которых отцы хотят  ждал	4
2777	obj_rel_across_anim	2777	1389	expected	placeholder	пилоты  которых отцы хотят  читают	4
2778	obj_rel_across_anim	2778	1389	unexpected	placeholder	пилоты  которых отцы хотят  читает	4
2779	obj_rel_across_anim	2779	1390	expected	placeholder	пилоты  которых отцы хотят  старые	4
2780	obj_rel_across_anim	2780	1390	unexpected	placeholder	пилоты  которых отцы хотят  старый	4
2781	obj_rel_across_anim	2781	1391	expected	placeholder	пилоты  которых отцы хотят  маленькие	4
2782	obj_rel_across_anim	2782	1391	unexpected	placeholder	пилоты  которых отцы хотят  маленький	4
2783	obj_rel_across_anim	2783	1392	expected	placeholder	пилоты  которых отцы хотят  молодые	4
2784	obj_rel_across_anim	2784	1392	unexpected	placeholder	пилоты  которых отцы хотят  молодой	4
2785	obj_rel_across_anim	2785	1393	expected	placeholder	пилоты  которых отцы хотят  большие	4
2786	obj_rel_across_anim	2786	1393	unexpected	placeholder	пилоты  которых отцы хотят  большой	4
2787	obj_rel_across_anim	2787	1394	expected	placeholder	ученики  которых отцы хотят  говорят	4
2788	obj_rel_across_anim	2788	1394	unexpected	placeholder	ученики  которых отцы хотят  говорит	4
2789	obj_rel_across_anim	2789	1395	expected	placeholder	ученики  которых отцы хотят  ждали	4
2790	obj_rel_across_anim	2790	1395	unexpected	placeholder	ученики  которых отцы хотят  ждал	4
2791	obj_rel_across_anim	2791	1396	expected	placeholder	ученики  которых отцы хотят  читают	4
2792	obj_rel_across_anim	2792	1396	unexpected	placeholder	ученики  которых отцы хотят  читает	4
2793	obj_rel_across_anim	2793	1397	expected	placeholder	ученики  которых отцы хотят  старые	4
2794	obj_rel_across_anim	2794	1397	unexpected	placeholder	ученики  которых отцы хотят  старый	4
2795	obj_rel_across_anim	2795	1398	expected	placeholder	ученики  которых отцы хотят  маленькие	4
2796	obj_rel_across_anim	2796	1398	unexpected	placeholder	ученики  которых отцы хотят  маленький	4
2797	obj_rel_across_anim	2797	1399	expected	placeholder	ученики  которых отцы хотят  молодые	4
2798	obj_rel_across_anim	2798	1399	unexpected	placeholder	ученики  которых отцы хотят  молодой	4
2799	obj_rel_across_anim	2799	1400	expected	placeholder	ученики  которых отцы хотят  большие	4
2800	obj_rel_across_anim	2800	1400	unexpected	placeholder	ученики  которых отцы хотят  большой	4
2801	obj_rel_across_anim	2801	1401	expected	placeholder	авторы  которых агенты понимают  говорят	4
2802	obj_rel_across_anim	2802	1401	unexpected	placeholder	авторы  которых агенты понимают  говорит	4
2803	obj_rel_across_anim	2803	1402	expected	placeholder	авторы  которых агенты понимают  ждали	4
2804	obj_rel_across_anim	2804	1402	unexpected	placeholder	авторы  которых агенты понимают  ждал	4
2805	obj_rel_across_anim	2805	1403	expected	placeholder	авторы  которых агенты понимают  читают	4
2806	obj_rel_across_anim	2806	1403	unexpected	placeholder	авторы  которых агенты понимают  читает	4
2807	obj_rel_across_anim	2807	1404	expected	placeholder	авторы  которых агенты понимают  старые	4
2808	obj_rel_across_anim	2808	1404	unexpected	placeholder	авторы  которых агенты понимают  старый	4
2809	obj_rel_across_anim	2809	1405	expected	placeholder	авторы  которых агенты понимают  маленькие	4
2810	obj_rel_across_anim	2810	1405	unexpected	placeholder	авторы  которых агенты понимают  маленький	4
2811	obj_rel_across_anim	2811	1406	expected	placeholder	авторы  которых агенты понимают  молодые	4
2812	obj_rel_across_anim	2812	1406	unexpected	placeholder	авторы  которых агенты понимают  молодой	4
2813	obj_rel_across_anim	2813	1407	expected	placeholder	авторы  которых агенты понимают  большие	4
2814	obj_rel_across_anim	2814	1407	unexpected	placeholder	авторы  которых агенты понимают  большой	4
2815	obj_rel_across_anim	2815	1408	expected	placeholder	режиссёры  которых агенты понимают  говорят	4
2816	obj_rel_across_anim	2816	1408	unexpected	placeholder	режиссёры  которых агенты понимают  говорит	4
2817	obj_rel_across_anim	2817	1409	expected	placeholder	режиссёры  которых агенты понимают  ждали	4
2818	obj_rel_across_anim	2818	1409	unexpected	placeholder	режиссёры  которых агенты понимают  ждал	4
2819	obj_rel_across_anim	2819	1410	expected	placeholder	режиссёры  которых агенты понимают  читают	4
2820	obj_rel_across_anim	2820	1410	unexpected	placeholder	режиссёры  которых агенты понимают  читает	4
2821	obj_rel_across_anim	2821	1411	expected	placeholder	режиссёры  которых агенты понимают  старые	4
2822	obj_rel_across_anim	2822	1411	unexpected	placeholder	режиссёры  которых агенты понимают  старый	4
2823	obj_rel_across_anim	2823	1412	expected	placeholder	режиссёры  которых агенты понимают  маленькие	4
2824	obj_rel_across_anim	2824	1412	unexpected	placeholder	режиссёры  которых агенты понимают  маленький	4
2825	obj_rel_across_anim	2825	1413	expected	placeholder	режиссёры  которых агенты понимают  молодые	4
2826	obj_rel_across_anim	2826	1413	unexpected	placeholder	режиссёры  которых агенты понимают  молодой	4
2827	obj_rel_across_anim	2827	1414	expected	placeholder	режиссёры  которых агенты понимают  большие	4
2828	obj_rel_across_anim	2828	1414	unexpected	placeholder	режиссёры  которых агенты понимают  большой	4
2829	obj_rel_across_anim	2829	1415	expected	placeholder	фермеры  которых агенты понимают  говорят	4
2830	obj_rel_across_anim	2830	1415	unexpected	placeholder	фермеры  которых агенты понимают  говорит	4
2831	obj_rel_across_anim	2831	1416	expected	placeholder	фермеры  которых агенты понимают  ждали	4
2832	obj_rel_across_anim	2832	1416	unexpected	placeholder	фермеры  которых агенты понимают  ждал	4
2833	obj_rel_across_anim	2833	1417	expected	placeholder	фермеры  которых агенты понимают  читают	4
2834	obj_rel_across_anim	2834	1417	unexpected	placeholder	фермеры  которых агенты понимают  читает	4
2835	obj_rel_across_anim	2835	1418	expected	placeholder	фермеры  которых агенты понимают  старые	4
2836	obj_rel_across_anim	2836	1418	unexpected	placeholder	фермеры  которых агенты понимают  старый	4
2837	obj_rel_across_anim	2837	1419	expected	placeholder	фермеры  которых агенты понимают  маленькие	4
2838	obj_rel_across_anim	2838	1419	unexpected	placeholder	фермеры  которых агенты понимают  маленький	4
2839	obj_rel_across_anim	2839	1420	expected	placeholder	фермеры  которых агенты понимают  молодые	4
2840	obj_rel_across_anim	2840	1420	unexpected	placeholder	фермеры  которых агенты понимают  молодой	4
2841	obj_rel_across_anim	2841	1421	expected	placeholder	фермеры  которых агенты понимают  большие	4
2842	obj_rel_across_anim	2842	1421	unexpected	placeholder	фермеры  которых агенты понимают  большой	4
2843	obj_rel_across_anim	2843	1422	expected	placeholder	врачи  которых агенты понимают  говорят	4
2844	obj_rel_across_anim	2844	1422	unexpected	placeholder	врачи  которых агенты понимают  говорит	4
2845	obj_rel_across_anim	2845	1423	expected	placeholder	врачи  которых агенты понимают  ждали	4
2846	obj_rel_across_anim	2846	1423	unexpected	placeholder	врачи  которых агенты понимают  ждал	4
2847	obj_rel_across_anim	2847	1424	expected	placeholder	врачи  которых агенты понимают  читают	4
2848	obj_rel_across_anim	2848	1424	unexpected	placeholder	врачи  которых агенты понимают  читает	4
2849	obj_rel_across_anim	2849	1425	expected	placeholder	врачи  которых агенты понимают  старые	4
2850	obj_rel_across_anim	2850	1425	unexpected	placeholder	врачи  которых агенты понимают  старый	4
2851	obj_rel_across_anim	2851	1426	expected	placeholder	врачи  которых агенты понимают  маленькие	4
2852	obj_rel_across_anim	2852	1426	unexpected	placeholder	врачи  которых агенты понимают  маленький	4
2853	obj_rel_across_anim	2853	1427	expected	placeholder	врачи  которых агенты понимают  молодые	4
2854	obj_rel_across_anim	2854	1427	unexpected	placeholder	врачи  которых агенты понимают  молодой	4
2855	obj_rel_across_anim	2855	1428	expected	placeholder	врачи  которых агенты понимают  большие	4
2856	obj_rel_across_anim	2856	1428	unexpected	placeholder	врачи  которых агенты понимают  большой	4
2857	obj_rel_across_anim	2857	1429	expected	placeholder	сенаторы  которых агенты понимают  говорят	4
2858	obj_rel_across_anim	2858	1429	unexpected	placeholder	сенаторы  которых агенты понимают  говорит	4
2859	obj_rel_across_anim	2859	1430	expected	placeholder	сенаторы  которых агенты понимают  ждали	4
2860	obj_rel_across_anim	2860	1430	unexpected	placeholder	сенаторы  которых агенты понимают  ждал	4
2861	obj_rel_across_anim	2861	1431	expected	placeholder	сенаторы  которых агенты понимают  читают	4
2862	obj_rel_across_anim	2862	1431	unexpected	placeholder	сенаторы  которых агенты понимают  читает	4
2863	obj_rel_across_anim	2863	1432	expected	placeholder	сенаторы  которых агенты понимают  старые	4
2864	obj_rel_across_anim	2864	1432	unexpected	placeholder	сенаторы  которых агенты понимают  старый	4
2865	obj_rel_across_anim	2865	1433	expected	placeholder	сенаторы  которых агенты понимают  маленькие	4
2866	obj_rel_across_anim	2866	1433	unexpected	placeholder	сенаторы  которых агенты понимают  маленький	4
2867	obj_rel_across_anim	2867	1434	expected	placeholder	сенаторы  которых агенты понимают  молодые	4
2868	obj_rel_across_anim	2868	1434	unexpected	placeholder	сенаторы  которых агенты понимают  молодой	4
2869	obj_rel_across_anim	2869	1435	expected	placeholder	сенаторы  которых агенты понимают  большие	4
2870	obj_rel_across_anim	2870	1435	unexpected	placeholder	сенаторы  которых агенты понимают  большой	4
2871	obj_rel_across_anim	2871	1436	expected	placeholder	профессора  которых агенты понимают  говорят	4
2872	obj_rel_across_anim	2872	1436	unexpected	placeholder	профессора  которых агенты понимают  говорит	4
2873	obj_rel_across_anim	2873	1437	expected	placeholder	профессора  которых агенты понимают  ждали	4
2874	obj_rel_across_anim	2874	1437	unexpected	placeholder	профессора  которых агенты понимают  ждал	4
2875	obj_rel_across_anim	2875	1438	expected	placeholder	профессора  которых агенты понимают  читают	4
2876	obj_rel_across_anim	2876	1438	unexpected	placeholder	профессора  которых агенты понимают  читает	4
2877	obj_rel_across_anim	2877	1439	expected	placeholder	профессора  которых агенты понимают  старые	4
2878	obj_rel_across_anim	2878	1439	unexpected	placeholder	профессора  которых агенты понимают  старый	4
2879	obj_rel_across_anim	2879	1440	expected	placeholder	профессора  которых агенты понимают  маленькие	4
2880	obj_rel_across_anim	2880	1440	unexpected	placeholder	профессора  которых агенты понимают  маленький	4
2881	obj_rel_across_anim	2881	1441	expected	placeholder	профессора  которых агенты понимают  молодые	4
2882	obj_rel_across_anim	2882	1441	unexpected	placeholder	профессора  которых агенты понимают  молодой	4
2883	obj_rel_across_anim	2883	1442	expected	placeholder	профессора  которых агенты понимают  большие	4
2884	obj_rel_across_anim	2884	1442	unexpected	placeholder	профессора  которых агенты понимают  большой	4
2885	obj_rel_across_anim	2885	1443	expected	placeholder	клиенты  которых агенты понимают  говорят	4
2886	obj_rel_across_anim	2886	1443	unexpected	placeholder	клиенты  которых агенты понимают  говорит	4
2887	obj_rel_across_anim	2887	1444	expected	placeholder	клиенты  которых агенты понимают  ждали	4
2888	obj_rel_across_anim	2888	1444	unexpected	placeholder	клиенты  которых агенты понимают  ждал	4
2889	obj_rel_across_anim	2889	1445	expected	placeholder	клиенты  которых агенты понимают  читают	4
2890	obj_rel_across_anim	2890	1445	unexpected	placeholder	клиенты  которых агенты понимают  читает	4
2891	obj_rel_across_anim	2891	1446	expected	placeholder	клиенты  которых агенты понимают  старые	4
2892	obj_rel_across_anim	2892	1446	unexpected	placeholder	клиенты  которых агенты понимают  старый	4
2893	obj_rel_across_anim	2893	1447	expected	placeholder	клиенты  которых агенты понимают  маленькие	4
2894	obj_rel_across_anim	2894	1447	unexpected	placeholder	клиенты  которых агенты понимают  маленький	4
2895	obj_rel_across_anim	2895	1448	expected	placeholder	клиенты  которых агенты понимают  молодые	4
2896	obj_rel_across_anim	2896	1448	unexpected	placeholder	клиенты  которых агенты понимают  молодой	4
2897	obj_rel_across_anim	2897	1449	expected	placeholder	клиенты  которых агенты понимают  большие	4
2898	obj_rel_across_anim	2898	1449	unexpected	placeholder	клиенты  которых агенты понимают  большой	4
2899	obj_rel_across_anim	2899	1450	expected	placeholder	офицеры  которых агенты понимают  говорят	4
2900	obj_rel_across_anim	2900	1450	unexpected	placeholder	офицеры  которых агенты понимают  говорит	4
2901	obj_rel_across_anim	2901	1451	expected	placeholder	офицеры  которых агенты понимают  ждали	4
2902	obj_rel_across_anim	2902	1451	unexpected	placeholder	офицеры  которых агенты понимают  ждал	4
2903	obj_rel_across_anim	2903	1452	expected	placeholder	офицеры  которых агенты понимают  читают	4
2904	obj_rel_across_anim	2904	1452	unexpected	placeholder	офицеры  которых агенты понимают  читает	4
2905	obj_rel_across_anim	2905	1453	expected	placeholder	офицеры  которых агенты понимают  старые	4
2906	obj_rel_across_anim	2906	1453	unexpected	placeholder	офицеры  которых агенты понимают  старый	4
2907	obj_rel_across_anim	2907	1454	expected	placeholder	офицеры  которых агенты понимают  маленькие	4
2908	obj_rel_across_anim	2908	1454	unexpected	placeholder	офицеры  которых агенты понимают  маленький	4
2909	obj_rel_across_anim	2909	1455	expected	placeholder	офицеры  которых агенты понимают  молодые	4
2910	obj_rel_across_anim	2910	1455	unexpected	placeholder	офицеры  которых агенты понимают  молодой	4
2911	obj_rel_across_anim	2911	1456	expected	placeholder	офицеры  которых агенты понимают  большие	4
2912	obj_rel_across_anim	2912	1456	unexpected	placeholder	офицеры  которых агенты понимают  большой	4
2913	obj_rel_across_anim	2913	1457	expected	placeholder	пилоты  которых агенты понимают  говорят	4
2914	obj_rel_across_anim	2914	1457	unexpected	placeholder	пилоты  которых агенты понимают  говорит	4
2915	obj_rel_across_anim	2915	1458	expected	placeholder	пилоты  которых агенты понимают  ждали	4
2916	obj_rel_across_anim	2916	1458	unexpected	placeholder	пилоты  которых агенты понимают  ждал	4
2917	obj_rel_across_anim	2917	1459	expected	placeholder	пилоты  которых агенты понимают  читают	4
2918	obj_rel_across_anim	2918	1459	unexpected	placeholder	пилоты  которых агенты понимают  читает	4
2919	obj_rel_across_anim	2919	1460	expected	placeholder	пилоты  которых агенты понимают  старые	4
2920	obj_rel_across_anim	2920	1460	unexpected	placeholder	пилоты  которых агенты понимают  старый	4
2921	obj_rel_across_anim	2921	1461	expected	placeholder	пилоты  которых агенты понимают  маленькие	4
2922	obj_rel_across_anim	2922	1461	unexpected	placeholder	пилоты  которых агенты понимают  маленький	4
2923	obj_rel_across_anim	2923	1462	expected	placeholder	пилоты  которых агенты понимают  молодые	4
2924	obj_rel_across_anim	2924	1462	unexpected	placeholder	пилоты  которых агенты понимают  молодой	4
2925	obj_rel_across_anim	2925	1463	expected	placeholder	пилоты  которых агенты понимают  большие	4
2926	obj_rel_across_anim	2926	1463	unexpected	placeholder	пилоты  которых агенты понимают  большой	4
2927	obj_rel_across_anim	2927	1464	expected	placeholder	ученики  которых агенты понимают  говорят	4
2928	obj_rel_across_anim	2928	1464	unexpected	placeholder	ученики  которых агенты понимают  говорит	4
2929	obj_rel_across_anim	2929	1465	expected	placeholder	ученики  которых агенты понимают  ждали	4
2930	obj_rel_across_anim	2930	1465	unexpected	placeholder	ученики  которых агенты понимают  ждал	4
2931	obj_rel_across_anim	2931	1466	expected	placeholder	ученики  которых агенты понимают  читают	4
2932	obj_rel_across_anim	2932	1466	unexpected	placeholder	ученики  которых агенты понимают  читает	4
2933	obj_rel_across_anim	2933	1467	expected	placeholder	ученики  которых агенты понимают  старые	4
2934	obj_rel_across_anim	2934	1467	unexpected	placeholder	ученики  которых агенты понимают  старый	4
2935	obj_rel_across_anim	2935	1468	expected	placeholder	ученики  которых агенты понимают  маленькие	4
2936	obj_rel_across_anim	2936	1468	unexpected	placeholder	ученики  которых агенты понимают  маленький	4
2937	obj_rel_across_anim	2937	1469	expected	placeholder	ученики  которых агенты понимают  молодые	4
2938	obj_rel_across_anim	2938	1469	unexpected	placeholder	ученики  которых агенты понимают  молодой	4
2939	obj_rel_across_anim	2939	1470	expected	placeholder	ученики  которых агенты понимают  большие	4
2940	obj_rel_across_anim	2940	1470	unexpected	placeholder	ученики  которых агенты понимают  большой	4
2941	obj_rel_across_anim	2941	1471	expected	placeholder	авторы  которых министры понимают  говорят	4
2942	obj_rel_across_anim	2942	1471	unexpected	placeholder	авторы  которых министры понимают  говорит	4
2943	obj_rel_across_anim	2943	1472	expected	placeholder	авторы  которых министры понимают  ждали	4
2944	obj_rel_across_anim	2944	1472	unexpected	placeholder	авторы  которых министры понимают  ждал	4
2945	obj_rel_across_anim	2945	1473	expected	placeholder	авторы  которых министры понимают  читают	4
2946	obj_rel_across_anim	2946	1473	unexpected	placeholder	авторы  которых министры понимают  читает	4
2947	obj_rel_across_anim	2947	1474	expected	placeholder	авторы  которых министры понимают  старые	4
2948	obj_rel_across_anim	2948	1474	unexpected	placeholder	авторы  которых министры понимают  старый	4
2949	obj_rel_across_anim	2949	1475	expected	placeholder	авторы  которых министры понимают  маленькие	4
2950	obj_rel_across_anim	2950	1475	unexpected	placeholder	авторы  которых министры понимают  маленький	4
2951	obj_rel_across_anim	2951	1476	expected	placeholder	авторы  которых министры понимают  молодые	4
2952	obj_rel_across_anim	2952	1476	unexpected	placeholder	авторы  которых министры понимают  молодой	4
2953	obj_rel_across_anim	2953	1477	expected	placeholder	авторы  которых министры понимают  большие	4
2954	obj_rel_across_anim	2954	1477	unexpected	placeholder	авторы  которых министры понимают  большой	4
2955	obj_rel_across_anim	2955	1478	expected	placeholder	режиссёры  которых министры понимают  говорят	4
2956	obj_rel_across_anim	2956	1478	unexpected	placeholder	режиссёры  которых министры понимают  говорит	4
2957	obj_rel_across_anim	2957	1479	expected	placeholder	режиссёры  которых министры понимают  ждали	4
2958	obj_rel_across_anim	2958	1479	unexpected	placeholder	режиссёры  которых министры понимают  ждал	4
2959	obj_rel_across_anim	2959	1480	expected	placeholder	режиссёры  которых министры понимают  читают	4
2960	obj_rel_across_anim	2960	1480	unexpected	placeholder	режиссёры  которых министры понимают  читает	4
2961	obj_rel_across_anim	2961	1481	expected	placeholder	режиссёры  которых министры понимают  старые	4
2962	obj_rel_across_anim	2962	1481	unexpected	placeholder	режиссёры  которых министры понимают  старый	4
2963	obj_rel_across_anim	2963	1482	expected	placeholder	режиссёры  которых министры понимают  маленькие	4
2964	obj_rel_across_anim	2964	1482	unexpected	placeholder	режиссёры  которых министры понимают  маленький	4
2965	obj_rel_across_anim	2965	1483	expected	placeholder	режиссёры  которых министры понимают  молодые	4
2966	obj_rel_across_anim	2966	1483	unexpected	placeholder	режиссёры  которых министры понимают  молодой	4
2967	obj_rel_across_anim	2967	1484	expected	placeholder	режиссёры  которых министры понимают  большие	4
2968	obj_rel_across_anim	2968	1484	unexpected	placeholder	режиссёры  которых министры понимают  большой	4
2969	obj_rel_across_anim	2969	1485	expected	placeholder	фермеры  которых министры понимают  говорят	4
2970	obj_rel_across_anim	2970	1485	unexpected	placeholder	фермеры  которых министры понимают  говорит	4
2971	obj_rel_across_anim	2971	1486	expected	placeholder	фермеры  которых министры понимают  ждали	4
2972	obj_rel_across_anim	2972	1486	unexpected	placeholder	фермеры  которых министры понимают  ждал	4
2973	obj_rel_across_anim	2973	1487	expected	placeholder	фермеры  которых министры понимают  читают	4
2974	obj_rel_across_anim	2974	1487	unexpected	placeholder	фермеры  которых министры понимают  читает	4
2975	obj_rel_across_anim	2975	1488	expected	placeholder	фермеры  которых министры понимают  старые	4
2976	obj_rel_across_anim	2976	1488	unexpected	placeholder	фермеры  которых министры понимают  старый	4
2977	obj_rel_across_anim	2977	1489	expected	placeholder	фермеры  которых министры понимают  маленькие	4
2978	obj_rel_across_anim	2978	1489	unexpected	placeholder	фермеры  которых министры понимают  маленький	4
2979	obj_rel_across_anim	2979	1490	expected	placeholder	фермеры  которых министры понимают  молодые	4
2980	obj_rel_across_anim	2980	1490	unexpected	placeholder	фермеры  которых министры понимают  молодой	4
2981	obj_rel_across_anim	2981	1491	expected	placeholder	фермеры  которых министры понимают  большие	4
2982	obj_rel_across_anim	2982	1491	unexpected	placeholder	фермеры  которых министры понимают  большой	4
2983	obj_rel_across_anim	2983	1492	expected	placeholder	врачи  которых министры понимают  говорят	4
2984	obj_rel_across_anim	2984	1492	unexpected	placeholder	врачи  которых министры понимают  говорит	4
2985	obj_rel_across_anim	2985	1493	expected	placeholder	врачи  которых министры понимают  ждали	4
2986	obj_rel_across_anim	2986	1493	unexpected	placeholder	врачи  которых министры понимают  ждал	4
2987	obj_rel_across_anim	2987	1494	expected	placeholder	врачи  которых министры понимают  читают	4
2988	obj_rel_across_anim	2988	1494	unexpected	placeholder	врачи  которых министры понимают  читает	4
2989	obj_rel_across_anim	2989	1495	expected	placeholder	врачи  которых министры понимают  старые	4
2990	obj_rel_across_anim	2990	1495	unexpected	placeholder	врачи  которых министры понимают  старый	4
2991	obj_rel_across_anim	2991	1496	expected	placeholder	врачи  которых министры понимают  маленькие	4
2992	obj_rel_across_anim	2992	1496	unexpected	placeholder	врачи  которых министры понимают  маленький	4
2993	obj_rel_across_anim	2993	1497	expected	placeholder	врачи  которых министры понимают  молодые	4
2994	obj_rel_across_anim	2994	1497	unexpected	placeholder	врачи  которых министры понимают  молодой	4
2995	obj_rel_across_anim	2995	1498	expected	placeholder	врачи  которых министры понимают  большие	4
2996	obj_rel_across_anim	2996	1498	unexpected	placeholder	врачи  которых министры понимают  большой	4
2997	obj_rel_across_anim	2997	1499	expected	placeholder	сенаторы  которых министры понимают  говорят	4
2998	obj_rel_across_anim	2998	1499	unexpected	placeholder	сенаторы  которых министры понимают  говорит	4
2999	obj_rel_across_anim	2999	1500	expected	placeholder	сенаторы  которых министры понимают  ждали	4
3000	obj_rel_across_anim	3000	1500	unexpected	placeholder	сенаторы  которых министры понимают  ждал	4
3001	obj_rel_across_anim	3001	1501	expected	placeholder	сенаторы  которых министры понимают  читают	4
3002	obj_rel_across_anim	3002	1501	unexpected	placeholder	сенаторы  которых министры понимают  читает	4
3003	obj_rel_across_anim	3003	1502	expected	placeholder	сенаторы  которых министры понимают  старые	4
3004	obj_rel_across_anim	3004	1502	unexpected	placeholder	сенаторы  которых министры понимают  старый	4
3005	obj_rel_across_anim	3005	1503	expected	placeholder	сенаторы  которых министры понимают  маленькие	4
3006	obj_rel_across_anim	3006	1503	unexpected	placeholder	сенаторы  которых министры понимают  маленький	4
3007	obj_rel_across_anim	3007	1504	expected	placeholder	сенаторы  которых министры понимают  молодые	4
3008	obj_rel_across_anim	3008	1504	unexpected	placeholder	сенаторы  которых министры понимают  молодой	4
3009	obj_rel_across_anim	3009	1505	expected	placeholder	сенаторы  которых министры понимают  большие	4
3010	obj_rel_across_anim	3010	1505	unexpected	placeholder	сенаторы  которых министры понимают  большой	4
3011	obj_rel_across_anim	3011	1506	expected	placeholder	профессора  которых министры понимают  говорят	4
3012	obj_rel_across_anim	3012	1506	unexpected	placeholder	профессора  которых министры понимают  говорит	4
3013	obj_rel_across_anim	3013	1507	expected	placeholder	профессора  которых министры понимают  ждали	4
3014	obj_rel_across_anim	3014	1507	unexpected	placeholder	профессора  которых министры понимают  ждал	4
3015	obj_rel_across_anim	3015	1508	expected	placeholder	профессора  которых министры понимают  читают	4
3016	obj_rel_across_anim	3016	1508	unexpected	placeholder	профессора  которых министры понимают  читает	4
3017	obj_rel_across_anim	3017	1509	expected	placeholder	профессора  которых министры понимают  старые	4
3018	obj_rel_across_anim	3018	1509	unexpected	placeholder	профессора  которых министры понимают  старый	4
3019	obj_rel_across_anim	3019	1510	expected	placeholder	профессора  которых министры понимают  маленькие	4
3020	obj_rel_across_anim	3020	1510	unexpected	placeholder	профессора  которых министры понимают  маленький	4
3021	obj_rel_across_anim	3021	1511	expected	placeholder	профессора  которых министры понимают  молодые	4
3022	obj_rel_across_anim	3022	1511	unexpected	placeholder	профессора  которых министры понимают  молодой	4
3023	obj_rel_across_anim	3023	1512	expected	placeholder	профессора  которых министры понимают  большие	4
3024	obj_rel_across_anim	3024	1512	unexpected	placeholder	профессора  которых министры понимают  большой	4
3025	obj_rel_across_anim	3025	1513	expected	placeholder	клиенты  которых министры понимают  говорят	4
3026	obj_rel_across_anim	3026	1513	unexpected	placeholder	клиенты  которых министры понимают  говорит	4
3027	obj_rel_across_anim	3027	1514	expected	placeholder	клиенты  которых министры понимают  ждали	4
3028	obj_rel_across_anim	3028	1514	unexpected	placeholder	клиенты  которых министры понимают  ждал	4
3029	obj_rel_across_anim	3029	1515	expected	placeholder	клиенты  которых министры понимают  читают	4
3030	obj_rel_across_anim	3030	1515	unexpected	placeholder	клиенты  которых министры понимают  читает	4
3031	obj_rel_across_anim	3031	1516	expected	placeholder	клиенты  которых министры понимают  старые	4
3032	obj_rel_across_anim	3032	1516	unexpected	placeholder	клиенты  которых министры понимают  старый	4
3033	obj_rel_across_anim	3033	1517	expected	placeholder	клиенты  которых министры понимают  маленькие	4
3034	obj_rel_across_anim	3034	1517	unexpected	placeholder	клиенты  которых министры понимают  маленький	4
3035	obj_rel_across_anim	3035	1518	expected	placeholder	клиенты  которых министры понимают  молодые	4
3036	obj_rel_across_anim	3036	1518	unexpected	placeholder	клиенты  которых министры понимают  молодой	4
3037	obj_rel_across_anim	3037	1519	expected	placeholder	клиенты  которых министры понимают  большие	4
3038	obj_rel_across_anim	3038	1519	unexpected	placeholder	клиенты  которых министры понимают  большой	4
3039	obj_rel_across_anim	3039	1520	expected	placeholder	офицеры  которых министры понимают  говорят	4
3040	obj_rel_across_anim	3040	1520	unexpected	placeholder	офицеры  которых министры понимают  говорит	4
3041	obj_rel_across_anim	3041	1521	expected	placeholder	офицеры  которых министры понимают  ждали	4
3042	obj_rel_across_anim	3042	1521	unexpected	placeholder	офицеры  которых министры понимают  ждал	4
3043	obj_rel_across_anim	3043	1522	expected	placeholder	офицеры  которых министры понимают  читают	4
3044	obj_rel_across_anim	3044	1522	unexpected	placeholder	офицеры  которых министры понимают  читает	4
3045	obj_rel_across_anim	3045	1523	expected	placeholder	офицеры  которых министры понимают  старые	4
3046	obj_rel_across_anim	3046	1523	unexpected	placeholder	офицеры  которых министры понимают  старый	4
3047	obj_rel_across_anim	3047	1524	expected	placeholder	офицеры  которых министры понимают  маленькие	4
3048	obj_rel_across_anim	3048	1524	unexpected	placeholder	офицеры  которых министры понимают  маленький	4
3049	obj_rel_across_anim	3049	1525	expected	placeholder	офицеры  которых министры понимают  молодые	4
3050	obj_rel_across_anim	3050	1525	unexpected	placeholder	офицеры  которых министры понимают  молодой	4
3051	obj_rel_across_anim	3051	1526	expected	placeholder	офицеры  которых министры понимают  большие	4
3052	obj_rel_across_anim	3052	1526	unexpected	placeholder	офицеры  которых министры понимают  большой	4
3053	obj_rel_across_anim	3053	1527	expected	placeholder	пилоты  которых министры понимают  говорят	4
3054	obj_rel_across_anim	3054	1527	unexpected	placeholder	пилоты  которых министры понимают  говорит	4
3055	obj_rel_across_anim	3055	1528	expected	placeholder	пилоты  которых министры понимают  ждали	4
3056	obj_rel_across_anim	3056	1528	unexpected	placeholder	пилоты  которых министры понимают  ждал	4
3057	obj_rel_across_anim	3057	1529	expected	placeholder	пилоты  которых министры понимают  читают	4
3058	obj_rel_across_anim	3058	1529	unexpected	placeholder	пилоты  которых министры понимают  читает	4
3059	obj_rel_across_anim	3059	1530	expected	placeholder	пилоты  которых министры понимают  старые	4
3060	obj_rel_across_anim	3060	1530	unexpected	placeholder	пилоты  которых министры понимают  старый	4
3061	obj_rel_across_anim	3061	1531	expected	placeholder	пилоты  которых министры понимают  маленькие	4
3062	obj_rel_across_anim	3062	1531	unexpected	placeholder	пилоты  которых министры понимают  маленький	4
3063	obj_rel_across_anim	3063	1532	expected	placeholder	пилоты  которых министры понимают  молодые	4
3064	obj_rel_across_anim	3064	1532	unexpected	placeholder	пилоты  которых министры понимают  молодой	4
3065	obj_rel_across_anim	3065	1533	expected	placeholder	пилоты  которых министры понимают  большие	4
