sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
2380	obj_rel_across_anim	2380	1190	unexpected	placeholder	ученики  которых архитекторы хотят  большой	5
2381	obj_rel_across_anim	2381	1191	expected	placeholder	авторы  которых лидеры хотят  говорят	5
2382	obj_rel_across_anim	2382	1191	unexpected	placeholder	авторы  которых лидеры хотят  говорит	5
2383	obj_rel_across_anim	2383	1192	expected	placeholder	авторы  которых лидеры хотят  ждали	5
2384	obj_rel_across_anim	2384	1192	unexpected	placeholder	авторы  которых лидеры хотят  ждал	5
2385	obj_rel_across_anim	2385	1193	expected	placeholder	авторы  которых лидеры хотят  читают	5
2386	obj_rel_across_anim	2386	1193	unexpected	placeholder	авторы  которых лидеры хотят  читает	5
2387	obj_rel_across_anim	2387	1194	expected	placeholder	авторы  которых лидеры хотят  старые	5
2388	obj_rel_across_anim	2388	1194	unexpected	placeholder	авторы  которых лидеры хотят  старый	5
2389	obj_rel_across_anim	2389	1195	expected	placeholder	авторы  которых лидеры хотят  маленькие	5
2390	obj_rel_across_anim	2390	1195	unexpected	placeholder	авторы  которых лидеры хотят  маленький	5
2391	obj_rel_across_anim	2391	1196	expected	placeholder	авторы  которых лидеры хотят  молодые	5
2392	obj_rel_across_anim	2392	1196	unexpected	placeholder	авторы  которых лидеры хотят  молодой	5
2393	obj_rel_across_anim	2393	1197	expected	placeholder	авторы  которых лидеры хотят  большие	5
2394	obj_rel_across_anim	2394	1197	unexpected	placeholder	авторы  которых лидеры хотят  большой	5
2395	obj_rel_across_anim	2395	1198	expected	placeholder	режиссёры  которых лидеры хотят  говорят	5
2396	obj_rel_across_anim	2396	1198	unexpected	placeholder	режиссёры  которых лидеры хотят  говорит	5
2397	obj_rel_across_anim	2397	1199	expected	placeholder	режиссёры  которых лидеры хотят  ждали	5
2398	obj_rel_across_anim	2398	1199	unexpected	placeholder	режиссёры  которых лидеры хотят  ждал	5
2399	obj_rel_across_anim	2399	1200	expected	placeholder	режиссёры  которых лидеры хотят  читают	5
2400	obj_rel_across_anim	2400	1200	unexpected	placeholder	режиссёры  которых лидеры хотят  читает	5
2401	obj_rel_across_anim	2401	1201	expected	placeholder	режиссёры  которых лидеры хотят  старые	5
2402	obj_rel_across_anim	2402	1201	unexpected	placeholder	режиссёры  которых лидеры хотят  старый	5
2403	obj_rel_across_anim	2403	1202	expected	placeholder	режиссёры  которых лидеры хотят  маленькие	5
2404	obj_rel_across_anim	2404	1202	unexpected	placeholder	режиссёры  которых лидеры хотят  маленький	5
2405	obj_rel_across_anim	2405	1203	expected	placeholder	режиссёры  которых лидеры хотят  молодые	5
2406	obj_rel_across_anim	2406	1203	unexpected	placeholder	режиссёры  которых лидеры хотят  молодой	5
2407	obj_rel_across_anim	2407	1204	expected	placeholder	режиссёры  которых лидеры хотят  большие	5
2408	obj_rel_across_anim	2408	1204	unexpected	placeholder	режиссёры  которых лидеры хотят  большой	5
2409	obj_rel_across_anim	2409	1205	expected	placeholder	фермеры  которых лидеры хотят  говорят	5
2410	obj_rel_across_anim	2410	1205	unexpected	placeholder	фермеры  которых лидеры хотят  говорит	5
2411	obj_rel_across_anim	2411	1206	expected	placeholder	фермеры  которых лидеры хотят  ждали	5
2412	obj_rel_across_anim	2412	1206	unexpected	placeholder	фермеры  которых лидеры хотят  ждал	5
2413	obj_rel_across_anim	2413	1207	expected	placeholder	фермеры  которых лидеры хотят  читают	5
2414	obj_rel_across_anim	2414	1207	unexpected	placeholder	фермеры  которых лидеры хотят  читает	5
2415	obj_rel_across_anim	2415	1208	expected	placeholder	фермеры  которых лидеры хотят  старые	5
2416	obj_rel_across_anim	2416	1208	unexpected	placeholder	фермеры  которых лидеры хотят  старый	5
2417	obj_rel_across_anim	2417	1209	expected	placeholder	фермеры  которых лидеры хотят  маленькие	5
2418	obj_rel_across_anim	2418	1209	unexpected	placeholder	фермеры  которых лидеры хотят  маленький	5
2419	obj_rel_across_anim	2419	1210	expected	placeholder	фермеры  которых лидеры хотят  молодые	5
2420	obj_rel_across_anim	2420	1210	unexpected	placeholder	фермеры  которых лидеры хотят  молодой	5
2421	obj_rel_across_anim	2421	1211	expected	placeholder	фермеры  которых лидеры хотят  большие	5
2422	obj_rel_across_anim	2422	1211	unexpected	placeholder	фермеры  которых лидеры хотят  большой	5
2423	obj_rel_across_anim	2423	1212	expected	placeholder	врачи  которых лидеры хотят  говорят	5
2424	obj_rel_across_anim	2424	1212	unexpected	placeholder	врачи  которых лидеры хотят  говорит	5
2425	obj_rel_across_anim	2425	1213	expected	placeholder	врачи  которых лидеры хотят  ждали	5
2426	obj_rel_across_anim	2426	1213	unexpected	placeholder	врачи  которых лидеры хотят  ждал	5
2427	obj_rel_across_anim	2427	1214	expected	placeholder	врачи  которых лидеры хотят  читают	5
2428	obj_rel_across_anim	2428	1214	unexpected	placeholder	врачи  которых лидеры хотят  читает	5
2429	obj_rel_across_anim	2429	1215	expected	placeholder	врачи  которых лидеры хотят  старые	5
2430	obj_rel_across_anim	2430	1215	unexpected	placeholder	врачи  которых лидеры хотят  старый	5
2431	obj_rel_across_anim	2431	1216	expected	placeholder	врачи  которых лидеры хотят  маленькие	5
2432	obj_rel_across_anim	2432	1216	unexpected	placeholder	врачи  которых лидеры хотят  маленький	5
2433	obj_rel_across_anim	2433	1217	expected	placeholder	врачи  которых лидеры хотят  молодые	5
2434	obj_rel_across_anim	2434	1217	unexpected	placeholder	врачи  которых лидеры хотят  молодой	5
2435	obj_rel_across_anim	2435	1218	expected	placeholder	врачи  которых лидеры хотят  большие	5
2436	obj_rel_across_anim	2436	1218	unexpected	placeholder	врачи  которых лидеры хотят  большой	5
2437	obj_rel_across_anim	2437	1219	expected	placeholder	сенаторы  которых лидеры хотят  говорят	5
2438	obj_rel_across_anim	2438	1219	unexpected	placeholder	сенаторы  которых лидеры хотят  говорит	5
2439	obj_rel_across_anim	2439	1220	expected	placeholder	сенаторы  которых лидеры хотят  ждали	5
2440	obj_rel_across_anim	2440	1220	unexpected	placeholder	сенаторы  которых лидеры хотят  ждал	5
2441	obj_rel_across_anim	2441	1221	expected	placeholder	сенаторы  которых лидеры хотят  читают	5
2442	obj_rel_across_anim	2442	1221	unexpected	placeholder	сенаторы  которых лидеры хотят  читает	5
2443	obj_rel_across_anim	2443	1222	expected	placeholder	сенаторы  которых лидеры хотят  старые	5
2444	obj_rel_across_anim	2444	1222	unexpected	placeholder	сенаторы  которых лидеры хотят  старый	5
2445	obj_rel_across_anim	2445	1223	expected	placeholder	сенаторы  которых лидеры хотят  маленькие	5
2446	obj_rel_across_anim	2446	1223	unexpected	placeholder	сенаторы  которых лидеры хотят  маленький	5
2447	obj_rel_across_anim	2447	1224	expected	placeholder	сенаторы  которых лидеры хотят  молодые	5
2448	obj_rel_across_anim	2448	1224	unexpected	placeholder	сенаторы  которых лидеры хотят  молодой	5
2449	obj_rel_across_anim	2449	1225	expected	placeholder	сенаторы  которых лидеры хотят  большие	5
2450	obj_rel_across_anim	2450	1225	unexpected	placeholder	сенаторы  которых лидеры хотят  большой	5
2451	obj_rel_across_anim	2451	1226	expected	placeholder	профессора  которых лидеры хотят  говорят	5
2452	obj_rel_across_anim	2452	1226	unexpected	placeholder	профессора  которых лидеры хотят  говорит	5
2453	obj_rel_across_anim	2453	1227	expected	placeholder	профессора  которых лидеры хотят  ждали	5
2454	obj_rel_across_anim	2454	1227	unexpected	placeholder	профессора  которых лидеры хотят  ждал	5
2455	obj_rel_across_anim	2455	1228	expected	placeholder	профессора  которых лидеры хотят  читают	5
2456	obj_rel_across_anim	2456	1228	unexpected	placeholder	профессора  которых лидеры хотят  читает	5
2457	obj_rel_across_anim	2457	1229	expected	placeholder	профессора  которых лидеры хотят  старые	5
2458	obj_rel_across_anim	2458	1229	unexpected	placeholder	профессора  которых лидеры хотят  старый	5
2459	obj_rel_across_anim	2459	1230	expected	placeholder	профессора  которых лидеры хотят  маленькие	5
2460	obj_rel_across_anim	2460	1230	unexpected	placeholder	профессора  которых лидеры хотят  маленький	5
2461	obj_rel_across_anim	2461	1231	expected	placeholder	профессора  которых лидеры хотят  молодые	5
2462	obj_rel_across_anim	2462	1231	unexpected	placeholder	профессора  которых лидеры хотят  молодой	5
2463	obj_rel_across_anim	2463	1232	expected	placeholder	профессора  которых лидеры хотят  большие	5
2464	obj_rel_across_anim	2464	1232	unexpected	placeholder	профессора  которых лидеры хотят  большой	5
2465	obj_rel_across_anim	2465	1233	expected	placeholder	клиенты  которых лидеры хотят  говорят	5
2466	obj_rel_across_anim	2466	1233	unexpected	placeholder	клиенты  которых лидеры хотят  говорит	5
2467	obj_rel_across_anim	2467	1234	expected	placeholder	клиенты  которых лидеры хотят  ждали	5
2468	obj_rel_across_anim	2468	1234	unexpected	placeholder	клиенты  которых лидеры хотят  ждал	5
2469	obj_rel_across_anim	2469	1235	expected	placeholder	клиенты  которых лидеры хотят  читают	5
2470	obj_rel_across_anim	2470	1235	unexpected	placeholder	клиенты  которых лидеры хотят  читает	5
2471	obj_rel_across_anim	2471	1236	expected	placeholder	клиенты  которых лидеры хотят  старые	5
2472	obj_rel_across_anim	2472	1236	unexpected	placeholder	клиенты  которых лидеры хотят  старый	5
2473	obj_rel_across_anim	2473	1237	expected	placeholder	клиенты  которых лидеры хотят  маленькие	5
2474	obj_rel_across_anim	2474	1237	unexpected	placeholder	клиенты  которых лидеры хотят  маленький	5
2475	obj_rel_across_anim	2475	1238	expected	placeholder	клиенты  которых лидеры хотят  молодые	5
2476	obj_rel_across_anim	2476	1238	unexpected	placeholder	клиенты  которых лидеры хотят  молодой	5
2477	obj_rel_across_anim	2477	1239	expected	placeholder	клиенты  которых лидеры хотят  большие	5
2478	obj_rel_across_anim	2478	1239	unexpected	placeholder	клиенты  которых лидеры хотят  большой	5
2479	obj_rel_across_anim	2479	1240	expected	placeholder	офицеры  которых лидеры хотят  говорят	5
2480	obj_rel_across_anim	2480	1240	unexpected	placeholder	офицеры  которых лидеры хотят  говорит	5
2481	obj_rel_across_anim	2481	1241	expected	placeholder	офицеры  которых лидеры хотят  ждали	5
2482	obj_rel_across_anim	2482	1241	unexpected	placeholder	офицеры  которых лидеры хотят  ждал	5
2483	obj_rel_across_anim	2483	1242	expected	placeholder	офицеры  которых лидеры хотят  читают	5
2484	obj_rel_across_anim	2484	1242	unexpected	placeholder	офицеры  которых лидеры хотят  читает	5
2485	obj_rel_across_anim	2485	1243	expected	placeholder	офицеры  которых лидеры хотят  старые	5
2486	obj_rel_across_anim	2486	1243	unexpected	placeholder	офицеры  которых лидеры хотят  старый	5
2487	obj_rel_across_anim	2487	1244	expected	placeholder	офицеры  которых лидеры хотят  маленькие	5
2488	obj_rel_across_anim	2488	1244	unexpected	placeholder	офицеры  которых лидеры хотят  маленький	5
2489	obj_rel_across_anim	2489	1245	expected	placeholder	офицеры  которых лидеры хотят  молодые	5
2490	obj_rel_across_anim	2490	1245	unexpected	placeholder	офицеры  которых лидеры хотят  молодой	5
2491	obj_rel_across_anim	2491	1246	expected	placeholder	офицеры  которых лидеры хотят  большие	5
2492	obj_rel_across_anim	2492	1246	unexpected	placeholder	офицеры  которых лидеры хотят  большой	5
2493	obj_rel_across_anim	2493	1247	expected	placeholder	пилоты  которых лидеры хотят  говорят	5
2494	obj_rel_across_anim	2494	1247	unexpected	placeholder	пилоты  которых лидеры хотят  говорит	5
2495	obj_rel_across_anim	2495	1248	expected	placeholder	пилоты  которых лидеры хотят  ждали	5
2496	obj_rel_across_anim	2496	1248	unexpected	placeholder	пилоты  которых лидеры хотят  ждал	5
2497	obj_rel_across_anim	2497	1249	expected	placeholder	пилоты  которых лидеры хотят  читают	5
2498	obj_rel_across_anim	2498	1249	unexpected	placeholder	пилоты  которых лидеры хотят  читает	5
2499	obj_rel_across_anim	2499	1250	expected	placeholder	пилоты  которых лидеры хотят  старые	5
2500	obj_rel_across_anim	2500	1250	unexpected	placeholder	пилоты  которых лидеры хотят  старый	5
2501	obj_rel_across_anim	2501	1251	expected	placeholder	пилоты  которых лидеры хотят  маленькие	5
2502	obj_rel_across_anim	2502	1251	unexpected	placeholder	пилоты  которых лидеры хотят  маленький	5
2503	obj_rel_across_anim	2503	1252	expected	placeholder	пилоты  которых лидеры хотят  молодые	5
2504	obj_rel_across_anim	2504	1252	unexpected	placeholder	пилоты  которых лидеры хотят  молодой	5
2505	obj_rel_across_anim	2505	1253	expected	placeholder	пилоты  которых лидеры хотят  большие	5
2506	obj_rel_across_anim	2506	1253	unexpected	placeholder	пилоты  которых лидеры хотят  большой	5
2507	obj_rel_across_anim	2507	1254	expected	placeholder	ученики  которых лидеры хотят  говорят	5
2508	obj_rel_across_anim	2508	1254	unexpected	placeholder	ученики  которых лидеры хотят  говорит	5
2509	obj_rel_across_anim	2509	1255	expected	placeholder	ученики  которых лидеры хотят  ждали	5
2510	obj_rel_across_anim	2510	1255	unexpected	placeholder	ученики  которых лидеры хотят  ждал	5
2511	obj_rel_across_anim	2511	1256	expected	placeholder	ученики  которых лидеры хотят  читают	5
2512	obj_rel_across_anim	2512	1256	unexpected	placeholder	ученики  которых лидеры хотят  читает	5
2513	obj_rel_across_anim	2513	1257	expected	placeholder	ученики  которых лидеры хотят  старые	5
2514	obj_rel_across_anim	2514	1257	unexpected	placeholder	ученики  которых лидеры хотят  старый	5
2515	obj_rel_across_anim	2515	1258	expected	placeholder	ученики  которых лидеры хотят  маленькие	5
2516	obj_rel_across_anim	2516	1258	unexpected	placeholder	ученики  которых лидеры хотят  маленький	5
2517	obj_rel_across_anim	2517	1259	expected	placeholder	ученики  которых лидеры хотят  молодые	5
2518	obj_rel_across_anim	2518	1259	unexpected	placeholder	ученики  которых лидеры хотят  молодой	5
2519	obj_rel_across_anim	2519	1260	expected	placeholder	ученики  которых лидеры хотят  большие	5
2520	obj_rel_across_anim	2520	1260	unexpected	placeholder	ученики  которых лидеры хотят  большой	5
2521	obj_rel_across_anim	2521	1261	expected	placeholder	авторы  которых художники хотят  говорят	5
2522	obj_rel_across_anim	2522	1261	unexpected	placeholder	авторы  которых художники хотят  говорит	5
2523	obj_rel_across_anim	2523	1262	expected	placeholder	авторы  которых художники хотят  ждали	5
2524	obj_rel_across_anim	2524	1262	unexpected	placeholder	авторы  которых художники хотят  ждал	5
2525	obj_rel_across_anim	2525	1263	expected	placeholder	авторы  которых художники хотят  читают	5
2526	obj_rel_across_anim	2526	1263	unexpected	placeholder	авторы  которых художники хотят  читает	5
2527	obj_rel_across_anim	2527	1264	expected	placeholder	авторы  которых художники хотят  старые	5
2528	obj_rel_across_anim	2528	1264	unexpected	placeholder	авторы  которых художники хотят  старый	5
2529	obj_rel_across_anim	2529	1265	expected	placeholder	авторы  которых художники хотят  маленькие	5
2530	obj_rel_across_anim	2530	1265	unexpected	placeholder	авторы  которых художники хотят  маленький	5
2531	obj_rel_across_anim	2531	1266	expected	placeholder	авторы  которых художники хотят  молодые	5
2532	obj_rel_across_anim	2532	1266	unexpected	placeholder	авторы  которых художники хотят  молодой	5
2533	obj_rel_across_anim	2533	1267	expected	placeholder	авторы  которых художники хотят  большие	5
2534	obj_rel_across_anim	2534	1267	unexpected	placeholder	авторы  которых художники хотят  большой	5
2535	obj_rel_across_anim	2535	1268	expected	placeholder	режиссёры  которых художники хотят  говорят	5
2536	obj_rel_across_anim	2536	1268	unexpected	placeholder	режиссёры  которых художники хотят  говорит	5
2537	obj_rel_across_anim	2537	1269	expected	placeholder	режиссёры  которых художники хотят  ждали	5
2538	obj_rel_across_anim	2538	1269	unexpected	placeholder	режиссёры  которых художники хотят  ждал	5
2539	obj_rel_across_anim	2539	1270	expected	placeholder	режиссёры  которых художники хотят  читают	5
2540	obj_rel_across_anim	2540	1270	unexpected	placeholder	режиссёры  которых художники хотят  читает	5
2541	obj_rel_across_anim	2541	1271	expected	placeholder	режиссёры  которых художники хотят  старые	5
2542	obj_rel_across_anim	2542	1271	unexpected	placeholder	режиссёры  которых художники хотят  старый	5
2543	obj_rel_across_anim	2543	1272	expected	placeholder	режиссёры  которых художники хотят  маленькие	5
2544	obj_rel_across_anim	2544	1272	unexpected	placeholder	режиссёры  которых художники хотят  маленький	5
2545	obj_rel_across_anim	2545	1273	expected	placeholder	режиссёры  которых художники хотят  молодые	5
2546	obj_rel_across_anim	2546	1273	unexpected	placeholder	режиссёры  которых художники хотят  молодой	5
2547	obj_rel_across_anim	2547	1274	expected	placeholder	режиссёры  которых художники хотят  большие	5
2548	obj_rel_across_anim	2548	1274	unexpected	placeholder	режиссёры  которых художники хотят  большой	5
2549	obj_rel_across_anim	2549	1275	expected	placeholder	фермеры  которых художники хотят  говорят	5
2550	obj_rel_across_anim	2550	1275	unexpected	placeholder	фермеры  которых художники хотят  говорит	5
2551	obj_rel_across_anim	2551	1276	expected	placeholder	фермеры  которых художники хотят  ждали	5
2552	obj_rel_across_anim	2552	1276	unexpected	placeholder	фермеры  которых художники хотят  ждал	5
2553	obj_rel_across_anim	2553	1277	expected	placeholder	фермеры  которых художники хотят  читают	5
2554	obj_rel_across_anim	2554	1277	unexpected	placeholder	фермеры  которых художники хотят  читает	5
2555	obj_rel_across_anim	2555	1278	expected	placeholder	фермеры  которых художники хотят  старые	5
2556	obj_rel_across_anim	2556	1278	unexpected	placeholder	фермеры  которых художники хотят  старый	5
2557	obj_rel_across_anim	2557	1279	expected	placeholder	фермеры  которых художники хотят  маленькие	5
2558	obj_rel_across_anim	2558	1279	unexpected	placeholder	фермеры  которых художники хотят  маленький	5
2559	obj_rel_across_anim	2559	1280	expected	placeholder	фермеры  которых художники хотят  молодые	5
2560	obj_rel_across_anim	2560	1280	unexpected	placeholder	фермеры  которых художники хотят  молодой	5
2561	obj_rel_across_anim	2561	1281	expected	placeholder	фермеры  которых художники хотят  большие	5
2562	obj_rel_across_anim	2562	1281	unexpected	placeholder	фермеры  которых художники хотят  большой	5
2563	obj_rel_across_anim	2563	1282	expected	placeholder	врачи  которых художники хотят  говорят	5
2564	obj_rel_across_anim	2564	1282	unexpected	placeholder	врачи  которых художники хотят  говорит	5
2565	obj_rel_across_anim	2565	1283	expected	placeholder	врачи  которых художники хотят  ждали	5
2566	obj_rel_across_anim	2566	1283	unexpected	placeholder	врачи  которых художники хотят  ждал	5
2567	obj_rel_across_anim	2567	1284	expected	placeholder	врачи  которых художники хотят  читают	5
2568	obj_rel_across_anim	2568	1284	unexpected	placeholder	врачи  которых художники хотят  читает	5
2569	obj_rel_across_anim	2569	1285	expected	placeholder	врачи  которых художники хотят  старые	5
2570	obj_rel_across_anim	2570	1285	unexpected	placeholder	врачи  которых художники хотят  старый	5
2571	obj_rel_across_anim	2571	1286	expected	placeholder	врачи  которых художники хотят  маленькие	5
2572	obj_rel_across_anim	2572	1286	unexpected	placeholder	врачи  которых художники хотят  маленький	5
2573	obj_rel_across_anim	2573	1287	expected	placeholder	врачи  которых художники хотят  молодые	5
2574	obj_rel_across_anim	2574	1287	unexpected	placeholder	врачи  которых художники хотят  молодой	5
2575	obj_rel_across_anim	2575	1288	expected	placeholder	врачи  которых художники хотят  большие	5
2576	obj_rel_across_anim	2576	1288	unexpected	placeholder	врачи  которых художники хотят  большой	5
2577	obj_rel_across_anim	2577	1289	expected	placeholder	сенаторы  которых художники хотят  говорят	5
2578	obj_rel_across_anim	2578	1289	unexpected	placeholder	сенаторы  которых художники хотят  говорит	5
2579	obj_rel_across_anim	2579	1290	expected	placeholder	сенаторы  которых художники хотят  ждали	5
2580	obj_rel_across_anim	2580	1290	unexpected	placeholder	сенаторы  которых художники хотят  ждал	5
2581	obj_rel_across_anim	2581	1291	expected	placeholder	сенаторы  которых художники хотят  читают	5
2582	obj_rel_across_anim	2582	1291	unexpected	placeholder	сенаторы  которых художники хотят  читает	5
2583	obj_rel_across_anim	2583	1292	expected	placeholder	сенаторы  которых художники хотят  старые	5
2584	obj_rel_across_anim	2584	1292	unexpected	placeholder	сенаторы  которых художники хотят  старый	5
2585	obj_rel_across_anim	2585	1293	expected	placeholder	сенаторы  которых художники хотят  маленькие	5
2586	obj_rel_across_anim	2586	1293	unexpected	placeholder	сенаторы  которых художники хотят  маленький	5
2587	obj_rel_across_anim	2587	1294	expected	placeholder	сенаторы  которых художники хотят  молодые	5
2588	obj_rel_across_anim	2588	1294	unexpected	placeholder	сенаторы  которых художники хотят  молодой	5
2589	obj_rel_across_anim	2589	1295	expected	placeholder	сенаторы  которых художники хотят  большие	5
2590	obj_rel_across_anim	2590	1295	unexpected	placeholder	сенаторы  которых художники хотят  большой	5
2591	obj_rel_across_anim	2591	1296	expected	placeholder	профессора  которых художники хотят  говорят	5
2592	obj_rel_across_anim	2592	1296	unexpected	placeholder	профессора  которых художники хотят  говорит	5
2593	obj_rel_across_anim	2593	1297	expected	placeholder	профессора  которых художники хотят  ждали	5
2594	obj_rel_across_anim	2594	1297	unexpected	placeholder	профессора  которых художники хотят  ждал	5
2595	obj_rel_across_anim	2595	1298	expected	placeholder	профессора  которых художники хотят  читают	5
2596	obj_rel_across_anim	2596	1298	unexpected	placeholder	профессора  которых художники хотят  читает	5
2597	obj_rel_across_anim	2597	1299	expected	placeholder	профессора  которых художники хотят  старые	5
2598	obj_rel_across_anim	2598	1299	unexpected	placeholder	профессора  которых художники хотят  старый	5
2599	obj_rel_across_anim	2599	1300	expected	placeholder	профессора  которых художники хотят  маленькие	5
2600	obj_rel_across_anim	2600	1300	unexpected	placeholder	профессора  которых художники хотят  маленький	5
2601	obj_rel_across_anim	2601	1301	expected	placeholder	профессора  которых художники хотят  молодые	5
2602	obj_rel_across_anim	2602	1301	unexpected	placeholder	профессора  которых художники хотят  молодой	5
2603	obj_rel_across_anim	2603	1302	expected	placeholder	профессора  которых художники хотят  большие	5
2604	obj_rel_across_anim	2604	1302	unexpected	placeholder	профессора  которых художники хотят  большой	5
2605	obj_rel_across_anim	2605	1303	expected	placeholder	клиенты  которых художники хотят  говорят	5
2606	obj_rel_across_anim	2606	1303	unexpected	placeholder	клиенты  которых художники хотят  говорит	5
2607	obj_rel_across_anim	2607	1304	expected	placeholder	клиенты  которых художники хотят  ждали	5
2608	obj_rel_across_anim	2608	1304	unexpected	placeholder	клиенты  которых художники хотят  ждал	5
2609	obj_rel_across_anim	2609	1305	expected	placeholder	клиенты  которых художники хотят  читают	5
2610	obj_rel_across_anim	2610	1305	unexpected	placeholder	клиенты  которых художники хотят  читает	5
2611	obj_rel_across_anim	2611	1306	expected	placeholder	клиенты  которых художники хотят  старые	5
2612	obj_rel_across_anim	2612	1306	unexpected	placeholder	клиенты  которых художники хотят  старый	5
2613	obj_rel_across_anim	2613	1307	expected	placeholder	клиенты  которых художники хотят  маленькие	5
2614	obj_rel_across_anim	2614	1307	unexpected	placeholder	клиенты  которых художники хотят  маленький	5
2615	obj_rel_across_anim	2615	1308	expected	placeholder	клиенты  которых художники хотят  молодые	5
2616	obj_rel_across_anim	2616	1308	unexpected	placeholder	клиенты  которых художники хотят  молодой	5
2617	obj_rel_across_anim	2617	1309	expected	placeholder	клиенты  которых художники хотят  большие	5
2618	obj_rel_across_anim	2618	1309	unexpected	placeholder	клиенты  которых художники хотят  большой	5
2619	obj_rel_across_anim	2619	1310	expected	placeholder	офицеры  которых художники хотят  говорят	5
2620	obj_rel_across_anim	2620	1310	unexpected	placeholder	офицеры  которых художники хотят  говорит	5
2621	obj_rel_across_anim	2621	1311	expected	placeholder	офицеры  которых художники хотят  ждали	5
2622	obj_rel_across_anim	2622	1311	unexpected	placeholder	офицеры  которых художники хотят  ждал	5
2623	obj_rel_across_anim	2623	1312	expected	placeholder	офицеры  которых художники хотят  читают	5
2624	obj_rel_across_anim	2624	1312	unexpected	placeholder	офицеры  которых художники хотят  читает	5
2625	obj_rel_across_anim	2625	1313	expected	placeholder	офицеры  которых художники хотят  старые	5
2626	obj_rel_across_anim	2626	1313	unexpected	placeholder	офицеры  которых художники хотят  старый	5
2627	obj_rel_across_anim	2627	1314	expected	placeholder	офицеры  которых художники хотят  маленькие	5
2628	obj_rel_across_anim	2628	1314	unexpected	placeholder	офицеры  которых художники хотят  маленький	5
2629	obj_rel_across_anim	2629	1315	expected	placeholder	офицеры  которых художники хотят  молодые	5
2630	obj_rel_across_anim	2630	1315	unexpected	placeholder	офицеры  которых художники хотят  молодой	5
2631	obj_rel_across_anim	2631	1316	expected	placeholder	офицеры  которых художники хотят  большие	5
2632	obj_rel_across_anim	2632	1316	unexpected	placeholder	офицеры  которых художники хотят  большой	5
2633	obj_rel_across_anim	2633	1317	expected	placeholder	пилоты  которых художники хотят  говорят	5
2634	obj_rel_across_anim	2634	1317	unexpected	placeholder	пилоты  которых художники хотят  говорит	5
2635	obj_rel_across_anim	2635	1318	expected	placeholder	пилоты  которых художники хотят  ждали	5
2636	obj_rel_across_anim	2636	1318	unexpected	placeholder	пилоты  которых художники хотят  ждал	5
2637	obj_rel_across_anim	2637	1319	expected	placeholder	пилоты  которых художники хотят  читают	5
2638	obj_rel_across_anim	2638	1319	unexpected	placeholder	пилоты  которых художники хотят  читает	5
2639	obj_rel_across_anim	2639	1320	expected	placeholder	пилоты  которых художники хотят  старые	5
2640	obj_rel_across_anim	2640	1320	unexpected	placeholder	пилоты  которых художники хотят  старый	5
2641	obj_rel_across_anim	2641	1321	expected	placeholder	пилоты  которых художники хотят  маленькие	5
2642	obj_rel_across_anim	2642	1321	unexpected	placeholder	пилоты  которых художники хотят  маленький	5
2643	obj_rel_across_anim	2643	1322	expected	placeholder	пилоты  которых художники хотят  молодые	5
2644	obj_rel_across_anim	2644	1322	unexpected	placeholder	пилоты  которых художники хотят  молодой	5
2645	obj_rel_across_anim	2645	1323	expected	placeholder	пилоты  которых художники хотят  большие	5
2646	obj_rel_across_anim	2646	1323	unexpected	placeholder	пилоты  которых художники хотят  большой	5
2647	obj_rel_across_anim	2647	1324	expected	placeholder	ученики  которых художники хотят  говорят	5
2648	obj_rel_across_anim	2648	1324	unexpected	placeholder	ученики  которых художники хотят  говорит	5
2649	obj_rel_across_anim	2649	1325	expected	placeholder	ученики  которых художники хотят  ждали	5
2650	obj_rel_across_anim	2650	1325	unexpected	placeholder	ученики  которых художники хотят  ждал	5
2651	obj_rel_across_anim	2651	1326	expected	placeholder	ученики  которых художники хотят  читают	5
2652	obj_rel_across_anim	2652	1326	unexpected	placeholder	ученики  которых художники хотят  читает	5
2653	obj_rel_across_anim	2653	1327	expected	placeholder	ученики  которых художники хотят  старые	5
2654	obj_rel_across_anim	2654	1327	unexpected	placeholder	ученики  которых художники хотят  старый	5
2655	obj_rel_across_anim	2655	1328	expected	placeholder	ученики  которых художники хотят  маленькие	5
2656	obj_rel_across_anim	2656	1328	unexpected	placeholder	ученики  которых художники хотят  маленький	5
2657	obj_rel_across_anim	2657	1329	expected	placeholder	ученики  которых художники хотят  молодые	5
2658	obj_rel_across_anim	2658	1329	unexpected	placeholder	ученики  которых художники хотят  молодой	5
2659	obj_rel_across_anim	2659	1330	expected	placeholder	ученики  которых художники хотят  большие	5
2660	obj_rel_across_anim	2660	1330	unexpected	placeholder	ученики  которых художники хотят  большой	5
2661	obj_rel_across_anim	2661	1331	expected	placeholder	авторы  которых отцы хотят  говорят	5
2662	obj_rel_across_anim	2662	1331	unexpected	placeholder	авторы  которых отцы хотят  говорит	5
2663	obj_rel_across_anim	2663	1332	expected	placeholder	авторы  которых отцы хотят  ждали	5
2664	obj_rel_across_anim	2664	1332	unexpected	placeholder	авторы  которых отцы хотят  ждал	5
2665	obj_rel_across_anim	2665	1333	expected	placeholder	авторы  которых отцы хотят  читают	5
2666	obj_rel_across_anim	2666	1333	unexpected	placeholder	авторы  которых отцы хотят  читает	5
2667	obj_rel_across_anim	2667	1334	expected	placeholder	авторы  которых отцы хотят  старые	5
